DATA_INICIO,DATA_FIM,CATEGORIA,LOCAL_INICIO,LOCAL_FIM,DISTANCIA,PROPOSITO,DT_REFE
2016-06-29 20:11:00,06-29-2016 20:29,Negocio,Cary,Durham,104,Reunião,2016-06-29
2016-06-29 23:38:00,06-30-2016 0:00,Negocio,Durham,Cary,99,Reunião,2016-06-29
2016-06-30 20:09:00,06-30-2016 20:26,Negocio,Cary,Durham,99,Reunião,2016-06-30
2016-07-01 00:00:00,07-01-2016 00:25,Negocio,Durham,Cary,99,Reunião,2016-07-01
2016-07-01 09:34:00,07-01-2016 09:57,Negocio,Cary,Raleigh,133,Reunião,2016-07-01
2016-07-01 12:36:00,07-01-2016 13:00,Negocio,Raleigh,Cary,113,Reunião,2016-07-01
2016-07-01 20:06:00,07-01-2016 20:24,Negocio,Cary,Durham,105,Reunião,2016-07-01
2016-07-01 23:48:00,07-02-2016 00:09,Negocio,Durham,Cary,99,Reunião,2016-07-01
2016-07-02 20:18:00,07-02-2016 20:36,Negocio,Cary,Durham,101,Reunião,2016-07-02
2016-07-02 23:48:00,07-03-2016 00:12,Negocio,Durham,Cary,99,Reunião,2016-07-02
2016-07-03 00:28:00,07-03-2016 00:38,Negocio,Cary,Morrisville,31,Entregas,2016-07-03
2016-07-03 03:02:00,07-03-2016 03:08,Negocio,Morrisville,Cary,31,Entregas,2016-07-03
2016-07-03 20:00:00,07-03-2016 20:18,Negocio,Cary,Durham,99,Reunião,2016-07-03
2016-07-04 00:32:00,07-04-2016 00:47,Negocio,Durham,Cary,99,Reunião,2016-07-04
2016-07-04 17:31:00,07-04-2016 17:49,Negocio,Whitebridge,Summerwinds,88,Reunião,2016-07-04
2016-07-04 18:23:00,07-04-2016 18:49,Negocio,Summerwinds,Whitebridge,87,Parada Temporária,2016-07-04
2016-07-04 20:00:00,07-04-2016 20:17,Negocio,Cary,Durham,118,Reunião,2016-07-04
2016-07-05 00:00:00,07-05-2016 00:05,Negocio,Parkwood,Parkwood,12,Entregas,2016-07-05
2016-07-05 00:08:00,07-05-2016 00:28,Negocio,Durham,Cary,99,Reunião,2016-07-05
2016-07-05 16:48:00,07-05-2016 16:52,Negocio,Whitebridge,Whitebridge,6,Entregas,2016-07-05
2016-07-05 20:06:00,07-05-2016 20:26,Negocio,Cary,Durham,99,Indefinido,2016-07-05
2016-07-05 22:41:00,07-05-2016 23:02,Negocio,Durham,Morrisville,86,Indefinido,2016-07-05
2016-07-06 00:33:00,07-06-2016 00:53,Negocio,Morrisville,Cary,63,Alimentação,2016-07-06
2016-07-06 09:06:00,07-06-2016 09:25,Negocio,Cary,Durham,99,Reunião,2016-07-06
2016-07-06 12:48:00,07-06-2016 13:08,Negocio,Durham,Cary,99,Indefinido,2016-07-06
2016-07-06 20:04:00,07-06-2016 20:14,Negocio,Cary,Morrisville,33,Alimentação,2016-07-06
2016-07-06 23:46:00,07-06-2016 23:59,Negocio,Morrisville,Cary,31,Visita Ao Cliente,2016-07-06
2016-07-07 08:22:00,07-07-2016 08:50,Negocio,Cary,Morrisville,79,Parada Temporária,2016-07-07
2016-07-07 10:27:00,07-07-2016 10:33,Negocio,Morrisville,Cary,89,Indefinido,2016-07-07
2016-07-07 12:59:00,07-07-2016 13:35,Negocio,Kenner,New Orleans,128,Indefinido,2016-07-07
2016-07-08 09:50:00,07-08-2016 10:13,Negocio,CBD,Pontchartrain Beach,77,Indefinido,2016-07-08
2016-07-08 10:51:00,07-08-2016 11:12,Negocio,Pontchartrain Beach,CBD,7,Indefinido,2016-07-08
2016-07-08 13:48:00,07-08-2016 14:11,Negocio,New Orleans,Metairie,125,Indefinido,2016-07-08
2016-07-08 17:11:00,07-08-2016 17:30,Negocio,Kenner,New Orleans,132,Indefinido,2016-07-08
2016-07-09 09:03:00,07-09-2016 09:46,Negocio,New Orleans,Kenner,13,Indefinido,2016-07-09
2016-07-09 09:52:00,07-09-2016 10:06,Negocio,Kenner,Metairie,49,Indefinido,2016-07-09
2016-07-09 10:15:00,07-09-2016 10:33,Negocio,Metairie,New Orleans,85,Indefinido,2016-07-09
2016-07-10 14:10:00,07-10-2016 14:17,Negocio,CBD,St Thomas,13,Indefinido,2016-07-10
2016-07-10 16:04:00,07-10-2016 16:15,Negocio,St Thomas,CBD,18,Indefinido,2016-07-10
2016-07-10 18:05:00,07-10-2016 18:21,Negocio,New Orleans,Kenner,136,Indefinido,2016-07-10
2016-07-10 19:51:00,07-10-2016 20:08,Negocio,Kenner,New Orleans,134,Indefinido,2016-07-10
2016-07-12 16:10:00,07-12-2016 16:45,Negocio,New Orleans,Kenner,123,Indefinido,2016-07-12
2016-07-12 19:21:00,07-12-2016 19:26,Pessoal,Kenner,Kenner,14,Indefinido,2016-07-12
2016-07-12 23:47:00,07-13-2016 0:11,Pessoal,Morrisville,Cary,87,Indefinido,2016-07-12
2016-07-13 12:39:00,07-13-2016 13:20,Pessoal,Cary,Morrisville,235,Indefinido,2016-07-13
2016-07-13 13:25:00,07-13-2016 13:39,Pessoal,Morrisville,Morrisville,22,Indefinido,2016-07-13
2016-07-13 13:42:00,07-13-2016 13:54,Pessoal,Morrisville,Cary,44,Indefinido,2016-07-13
2016-07-14 15:51:00,07-14-2016 15:59,Pessoal,Cary,Morrisville,33,Indefinido,2016-07-14
2016-07-14 16:03:00,07-14-2016 16:34,Negocio,Morrisville,Morrisville,118,Entregas,2016-07-14
2016-07-14 16:39:00,07-14-2016 20:05,Negocio,Morrisville,Banner Elk,1953,Indefinido,2016-07-14
2016-07-15 11:32:00,07-15-2016 11:53,Pessoal,Banner Elk,Banner Elk,83,Indefinido,2016-07-15
2016-07-15 12:09:00,07-15-2016 12:19,Pessoal,Banner Elk,Banner Elk,32,Indefinido,2016-07-15
2016-07-15 12:35:00,07-15-2016 13:15,Pessoal,Banner Elk,Elk Park,224,Indefinido,2016-07-15
2016-07-15 15:03:00,07-15-2016 15:33,Pessoal,Elk Park,Banner Elk,122,Indefinido,2016-07-15
2016-07-15 15:40:00,07-15-2016 15:52,Pessoal,Banner Elk,Banner Elk,45,Indefinido,2016-07-15
2016-07-16 13:14:00,07-16-2016 14:10,Pessoal,Banner Elk,Newland,281,Indefinido,2016-07-16
2016-07-16 14:14:00,07-16-2016 14:30,Pessoal,Newland,Newland,38,Indefinido,2016-07-16
2016-07-16 15:29:00,07-16-2016 16:57,Pessoal,Newland,Boone,419,Indefinido,2016-07-16
2016-07-16 19:42:00,07-16-2016 20:35,Pessoal,Boone,Banner Elk,238,Indefinido,2016-07-16
2016-07-16 21:45:00,07-16-2016 22:18,Pessoal,Banner Elk,Banner Elk,13,Indefinido,2016-07-16
2016-07-16 22:50:00,07-16-2016 23:03,Negocio,Banner Elk,Banner Elk,44,Entregas,2016-07-16
2016-07-17 11:23:00,07-17-2016 11:50,Pessoal,Banner Elk,Boone,151,Caridade,2016-07-17
2016-07-17 12:20:00,07-17-2016 15:25,Pessoal,Boone,Cary,1802,Deslocamento,2016-07-17
2016-07-18 10:37:00,07-18-2016 10:49,Pessoal,Cary,Morrisville,41,Deslocamento,2016-07-18
2016-07-18 10:54:00,07-18-2016 11:15,Pessoal,Morrisville,Cary,61,Deslocamento,2016-07-18
2016-07-18 11:25:00,07-18-2016 11:36,Pessoal,Northwoods,Preston,33,Deslocamento,2016-07-18
2016-07-18 11:40:00,07-18-2016 11:56,Pessoal,Preston,Whitebridge,47,Deslocamento,2016-07-18
2016-07-18 17:12:00,07-18-2016 17:33,Negocio,Cary,Apex,72,Reunião,2016-07-18
2016-07-18 18:32:00,07-18-2016 18:47,Negocio,Apex,Cary,55,Alimentação,2016-07-18
2016-07-18 19:07:00,07-18-2016 19:14,Negocio,Cary,Morrisville,33,Alimentação,2016-07-18
2016-07-18 20:28:00,07-18-2016 20:32,Negocio,Hazelwood,Weston,9,Entregas,2016-07-18
2016-07-18 21:11:00,07-18-2016 21:19,Negocio,Morrisville,Cary,38,Alimentação,2016-07-18
2016-07-19 10:35:00,07-19-2016 10:51,Negocio,Whitebridge,Stonewater,64,Visita Ao Cliente,2016-07-19
2016-07-19 10:56:00,07-19-2016 11:11,Negocio,Stonewater,Lexington Park at Amberly,3,Reunião,2016-07-19
2016-07-19 11:30:00,07-19-2016 12:00,Negocio,Lexington Park at Amberly,Whitebridge,87,Alimentação,2016-07-19
2016-07-19 17:14:00,07-19-2016 17:24,Negocio,Whitebridge,Chessington,39,Entregas,2016-07-19
2016-07-19 17:50:00,07-19-2016 18:08,Pessoal,Chessington,Whitebridge,48,Indefinido,2016-07-19
2016-07-20 17:12:00,07-20-2016 17:24,Pessoal,Whitebridge,Edgehill Farms,28,Indefinido,2016-07-20
2016-07-20 17:50:00,07-20-2016 17:57,Pessoal,Edgehill Farms,Preston,14,Indefinido,2016-07-20
2016-07-20 18:16:00,07-20-2016 18:20,Pessoal,Preston,Whitebridge,14,Indefinido,2016-07-20
2016-07-21 17:17:00,07-21-2016 17:23,Negocio,Whitebridge,Edgehill Farms,27,Indefinido,2016-07-21
2016-07-21 17:42:00,07-21-2016 17:51,Negocio,Edgehill Farms,Burtrose,23,Indefinido,2016-07-21
2016-07-21 18:27:00,07-21-2016 18:42,Negocio,Cary,Morrisville,37,Indefinido,2016-07-21
2016-07-21 19:30:00,07-21-2016 19:39,Negocio,Morrisville,Cary,29,Indefinido,2016-07-21
2016-07-22 10:42:00,07-22-2016 10:53,Negocio,Cary,Morrisville,38,Indefinido,2016-07-22
2016-07-22 11:11:00,07-22-2016 11:25,Negocio,Morrisville,Cary,51,Indefinido,2016-07-22
2016-07-22 11:37:00,07-22-2016 12:00,Negocio,Hazelwood,Lexington Park at Amberly,91,Indefinido,2016-07-22
2016-07-22 12:14:00,07-22-2016 12:31,Negocio,Cary,Durham,8,Indefinido,2016-07-22
2016-07-22 13:21:00,07-22-2016 13:42,Negocio,Durham,Cary,99,Reunião,2016-07-22
2016-07-22 14:27:00,07-22-2016 14:43,Negocio,Cary,Morrisville,61,Alimentação,2016-07-22
2016-07-22 15:49:00,07-22-2016 16:22,Negocio,Morrisville,Cary,122,Indefinido,2016-07-22
2016-07-22 18:33:00,07-22-2016 18:51,Negocio,Wayne Ridge,Whitebridge,8,Indefinido,2016-07-22
2016-07-23 14:27:00,07-23-2016 14:44,Negocio,Cary,Morrisville,4,Indefinido,2016-07-23
2016-07-23 14:48:00,07-23-2016 15:12,Negocio,Morrisville,Cary,95,Indefinido,2016-07-23
2016-07-23 15:15:00,07-23-2016 15:27,Negocio,Cary,Morrisville,3,Indefinido,2016-07-23
2016-07-23 15:50:00,07-23-2016 16:10,Negocio,Morrisville,Cary,63,Indefinido,2016-07-23
2016-07-23 20:17:00,07-23-2016 20:33,Negocio,Cary,Durham,104,Reunião,2016-07-23
2016-07-23 23:18:00,07-23-2016 23:43,Negocio,Durham,Cary,99,Reunião,2016-07-23
2016-07-25 10:35:00,07-25-2016 10:41,Negocio,Whitebridge,Parkway,15,Indefinido,2016-07-25
2016-07-25 10:47:00,07-25-2016 10:58,Negocio,Cary,Morrisville,49,Indefinido,2016-07-25
2016-07-25 11:04:00,07-25-2016 11:33,Negocio,Morrisville,Cary,79,Indefinido,2016-07-25
2016-07-25 11:37:00,07-25-2016 11:44,Negocio,Parkway,Whitebridge,17,Indefinido,2016-07-25
2016-07-26 15:43:00,07-26-2016 15:49,Negocio,Whitebridge,Westpark Place,22,Indefinido,2016-07-26
2016-07-26 17:14:00,07-26-2016 17:24,Negocio,Westpark Place,Whitebridge,21,Indefinido,2016-07-26
2016-07-26 20:52:00,07-26-2016 21:00,Negocio,Cary,Morrisville,25,Alimentação,2016-07-26
2016-07-26 22:31:00,07-26-2016 22:39,Negocio,Morrisville,Cary,25,Alimentação,2016-07-26
2016-07-27 19:08:00,07-27-2016 19:20,Negocio,Cary,Morrisville,28,Indefinido,2016-07-27
2016-07-27 21:34:00,07-27-2016 21:57,Negocio,Morrisville,Raleigh,147,Indefinido,2016-07-27
2016-07-27 22:00:00,07-27-2016 22:26,Negocio,Raleigh,Morrisville,146,Indefinido,2016-07-27
2016-07-28 00:04:00,07-28-2016 0:09,Negocio,Morrisville,Cary,23,Indefinido,2016-07-28
2016-07-29 15:45:00,07-29-2016 15:47,Negocio,Whitebridge,Westpark Place,22,Indefinido,2016-07-29
2016-07-29 17:27:00,07-29-2016 17:45,Negocio,Westpark Place,Whitebridge,22,Alimentação,2016-07-29
2016-07-30 17:02:00,07-30-2016 17:27,Negocio,Cary,Durham,14,Indefinido,2016-07-30
2016-07-30 21:16:00,07-30-2016 21:41,Negocio,Durham,Cary,133,Indefinido,2016-07-30
2016-07-31 17:30:00,07-31-2016 17:37,Negocio,Westpark Place,Whitebridge,18,Indefinido,2016-07-31
2016-08-01 12:47:00,08-01-2016 13:04,Negocio,Whitebridge,Arlington Park at Amberly,62,Indefinido,2016-08-01
2016-08-01 13:08:00,08-01-2016 13:19,Negocio,Arlington Park at Amberly,Lexington Park at Amberly,13,Indefinido,2016-08-01
2016-08-01 13:28:00,08-01-2016 13:46,Negocio,Lexington Park at Amberly,Westpark Place,19,Indefinido,2016-08-01
2016-08-01 13:52:00,08-01-2016 14:14,Negocio,Cary,Apex,69,Indefinido,2016-08-01
2016-08-01 15:40:00,08-01-2016 15:47,Negocio,Apex,Cary,46,Indefinido,2016-08-01
2016-08-01 16:18:00,08-01-2016 16:25,Negocio,Whitebridge,Edgehill Farms,28,Indefinido,2016-08-01
2016-08-01 16:29:00,08-01-2016 16:59,Negocio,Cary,Morrisville,91,Indefinido,2016-08-01
2016-08-01 17:23:00,08-01-2016 17:55,Negocio,Morrisville,Cary,81,Indefinido,2016-08-01
2016-08-02 08:11:00,08-02-2016 08:32,Negocio,Cary,Morrisville,84,Reunião,2016-08-02
2016-08-02 11:51:00,08-02-2016 12:15,Negocio,Arlington,Washington,49,Indefinido,2016-08-02
2016-08-02 19:15:00,08-02-2016 19:23,Negocio,Kalorama Triangle,K Street,1,Indefinido,2016-08-02
2016-08-02 21:23:00,08-02-2016 21:29,Negocio,K Street,Kalorama Triangle,1,Indefinido,2016-08-02
2016-08-03 12:46:00,08-03-2016 13:00,Negocio,West End,Northwest Rectangle,2,Indefinido,2016-08-03
2016-08-03 14:59:00,08-03-2016 15:03,Negocio,K Street,Kalorama Triangle,11,Indefinido,2016-08-03
2016-08-03 16:00:00,08-03-2016 16:04,Negocio,Kalorama Triangle,Downtown,15,Indefinido,2016-08-03
2016-08-05 17:23:00,08-05-2016 17:30,Negocio,Connecticut Avenue,Kalorama Triangle,13,Indefinido,2016-08-05
2016-08-05 18:17:00,08-05-2016 18:21,Negocio,Kalorama Triangle,Columbia Heights,18,Indefinido,2016-08-05
2016-08-05 19:17:00,08-05-2016 19:27,Negocio,Columbia Heights,Kalorama Triangle,15,Indefinido,2016-08-05
2016-08-06 06:40:00,08-06-2016 06:58,Negocio,Washington,Arlington,66,Indefinido,2016-08-06
2016-08-06 09:31:00,08-06-2016 09:53,Negocio,Morrisville,Cary,8,Indefinido,2016-08-06
2016-08-07 17:14:00,08-07-2016 17:23,Negocio,Whitebridge,Edgehill Farms,27,Indefinido,2016-08-07
2016-08-07 17:28:00,08-07-2016 17:43,Negocio,Edgehill Farms,Whitebridge,27,Visita Ao Cliente,2016-08-07
2016-08-07 18:17:00,08-07-2016 18:23,Negocio,Cary,Morrisville,25,Indefinido,2016-08-07
2016-08-07 20:15:00,08-07-2016 20:23,Negocio,Morrisville,Cary,25,Alimentação,2016-08-07
2016-08-08 16:17:00,08-08-2016 16:31,Negocio,Whitebridge,Farmington Woods,52,Indefinido,2016-08-08
2016-08-08 16:37:00,08-08-2016 16:50,Negocio,Farmington Woods,Edgehill Farms,4,Indefinido,2016-08-08
2016-08-08 17:02:00,08-08-2016 17:13,Negocio,Edgehill Farms,Whitebridge,27,Visita Ao Cliente,2016-08-08
2016-08-08 21:50:00,08-08-2016 22:15,Negocio,Cary,Morrisville,48,Indefinido,2016-08-08
2016-08-08 23:28:00,08-08-2016 23:37,Negocio,Morrisville,Cary,32,Visita Ao Cliente,2016-08-08
2016-08-09 14:20:00,08-09-2016 14:38,Negocio,Whitebridge,Waverly Place,69,Indefinido,2016-08-09
2016-08-09 15:15:00,08-09-2016 15:36,Negocio,Cary,Raleigh,149,Indefinido,2016-08-09
2016-08-09 16:04:00,08-09-2016 16:37,Negocio,Raleigh,Cary,174,Indefinido,2016-08-09
2016-08-10 16:56:00,08-10-2016 17:24,Negocio,Cary,Durham,129,Indefinido,2016-08-10
2016-08-10 17:53:00,08-10-2016 18:28,Negocio,Durham,Apex,153,Indefinido,2016-08-10
2016-08-10 18:49:00,08-10-2016 18:50,Negocio,Apex,Apex,1,Indefinido,2016-08-10
2016-08-10 19:47:00,08-10-2016 20:02,Negocio,Apex,Cary,6,Indefinido,2016-08-10
2016-08-11 12:53:00,08-11-2016 13:00,Negocio,Whitebridge,Heritage Pines,22,Indefinido,2016-08-11
2016-08-11 13:14:00,08-11-2016 13:28,Negocio,Heritage Pines,Edgehill Farms,44,Indefinido,2016-08-11
2016-08-11 13:32:00,08-11-2016 13:42,Negocio,Edgehill Farms,Whitebridge,28,Indefinido,2016-08-11
2016-08-11 18:37:00,08-11-2016 19:29,Negocio,Cary,Wake Forest,317,Indefinido,2016-08-11
2016-08-11 20:59:00,08-11-2016 21:44,Negocio,Wake Forest,Cary,319,Indefinido,2016-08-11
2016-08-12 18:49:00,08-12-2016 18:52,Negocio,Whitebridge,Westpark Place,19,Indefinido,2016-08-12
2016-08-12 18:56:00,08-12-2016 19:05,Negocio,Westpark Place,Whitebridge,18,Indefinido,2016-08-12
2016-08-13 15:35:00,08-13-2016 15:58,Negocio,Cary,Morrisville,84,Reunião,2016-08-13
2016-08-15 09:05:00,08-15-2016 9:52,Negocio,R?walpindi,Unknown Location,156,Indefinido,2016-08-15
2016-08-15 15:20:00,08-15-2016 15:47,Negocio,Unknown Location,Unknown Location,141,Indefinido,2016-08-15
2016-08-15 16:52:00,08-15-2016 17:30,Negocio,Unknown Location,Unknown Location,157,Indefinido,2016-08-15
2016-08-15 19:08:00,08-15-2016 20:30,Negocio,Unknown Location,Unknown Location,259,Parada Temporária,2016-08-15
2016-08-16 07:58:00,08-16-2016 8:11,Negocio,Unknown Location,Unknown Location,79,Indefinido,2016-08-16
2016-08-16 08:16:00,08-16-2016 8:23,Negocio,Unknown Location,Unknown Location,27,Indefinido,2016-08-16
2016-08-16 08:46:00,08-16-2016 8:53,Negocio,Unknown Location,Unknown Location,55,Indefinido,2016-08-16
2016-08-16 10:06:00,08-16-2016 10:27,Negocio,Unknown Location,Islamabad,57,Indefinido,2016-08-16
2016-08-16 10:31:00,08-16-2016 10:38,Negocio,Islamabad,Islamabad,12,Indefinido,2016-08-16
2016-08-16 11:47:00,08-16-2016 12:03,Negocio,Islamabad,Unknown Location,57,Parada Temporária,2016-08-16
2016-08-16 15:13:00,08-16-2016 15:36,Negocio,Unknown Location,Unknown Location,162,Indefinido,2016-08-16
2016-08-17 10:17:00,08-17-2016 10:41,Negocio,Unknown Location,Unknown Location,26,Indefinido,2016-08-17
2016-08-17 10:57:00,08-17-2016 11:20,Negocio,Unknown Location,Unknown Location,121,Indefinido,2016-08-17
2016-08-17 14:45:00,08-17-2016 14:50,Negocio,Unknown Location,R?walpindi,14,Indefinido,2016-08-17
2016-08-17 15:32:00,08-17-2016 15:47,Negocio,R?walpindi,Islamabad,64,Indefinido,2016-08-17
2016-08-17 16:29:00,08-17-2016 16:50,Negocio,Islamabad,Unknown Location,73,Indefinido,2016-08-17
2016-08-17 16:54:00,08-17-2016 17:00,Negocio,Unknown Location,Unknown Location,53,Indefinido,2016-08-17
2016-08-17 17:05:00,08-17-2016 17:34,Negocio,Unknown Location,Unknown Location,55,Indefinido,2016-08-17
2016-08-17 18:38:00,08-17-2016 18:57,Negocio,Unknown Location,Unknown Location,77,Parada Temporária,2016-08-17
2016-08-18 18:40:00,08-18-2016 19:07,Negocio,Unknown Location,Unknown Location,76,Parada Temporária,2016-08-18
2016-08-19 08:24:00,08-19-2016 8:45,Negocio,Unknown Location,Noorpur Shahan,76,Indefinido,2016-08-19
2016-08-19 08:54:00,08-19-2016 9:07,Negocio,Noorpur Shahan,Islamabad,33,Indefinido,2016-08-19
2016-08-19 09:27:00,08-19-2016 9:47,Negocio,Islamabad,R?walpindi,65,Indefinido,2016-08-19
2016-08-19 10:57:00,08-19-2016 11:06,Negocio,R?walpindi,Unknown Location,2,Indefinido,2016-08-19
2016-08-19 12:07:00,08-19-2016 12:24,Negocio,Unknown Location,Islamabad,57,Indefinido,2016-08-19
2016-08-19 15:51:00,08-19-2016 16:06,Negocio,Islamabad,Islamabad,32,Indefinido,2016-08-19
2016-08-19 17:12:00,08-19-2016 17:52,Negocio,Islamabad,Unknown Location,125,Indefinido,2016-08-19
2016-08-21 10:00:00,08-21-2016 10:29,Negocio,Unknown Location,Unknown Location,76,Aeroporto/Viagem,2016-08-21
2016-08-21 14:05:00,08-21-2016 14:34,Negocio,Unknown Location,Unknown Location,77,Indefinido,2016-08-21
2016-08-21 16:30:00,08-21-2016 17:02,Negocio,Unknown Location,Islamabad,122,Indefinido,2016-08-21
2016-08-21 18:10:00,08-21-2016 18:17,Negocio,Islamabad,Islamabad,14,Indefinido,2016-08-21
2016-08-21 18:48:00,08-21-2016 19:24,Negocio,Islamabad,Unknown Location,202,Indefinido,2016-08-21
2016-08-22 10:00:00,08-22-2016 10:44,Negocio,Unknown Location,Islamabad,98,Indefinido,2016-08-22
2016-08-22 11:07:00,08-22-2016 11:23,Negocio,Islamabad,Unknown Location,63,Indefinido,2016-08-22
2016-08-22 12:36:00,08-22-2016 12:49,Negocio,Unknown Location,Islamabad,49,Indefinido,2016-08-22
2016-08-22 13:02:00,08-22-2016 13:11,Negocio,Islamabad,Islamabad,15,Indefinido,2016-08-22
2016-08-22 14:07:00,08-22-2016 14:31,Negocio,Islamabad,Unknown Location,109,Indefinido,2016-08-22
2016-08-22 15:14:00,08-22-2016 15:49,Negocio,Unknown Location,Unknown Location,19,Indefinido,2016-08-22
2016-08-22 15:59:00,08-22-2016 17:16,Negocio,Unknown Location,Unknown Location,19,Indefinido,2016-08-22
2016-08-22 19:58:00,08-22-2016 20:50,Negocio,Unknown Location,R?walpindi,79,Indefinido,2016-08-22
2016-08-22 20:53:00,08-22-2016 21:31,Negocio,R?walpindi,R?walpindi,41,Indefinido,2016-08-22
2016-08-22 22:31:00,08-22-2016 23:00,Negocio,R?walpindi,Unknown Location,187,Indefinido,2016-08-22
2016-08-23 08:10:00,08-23-2016 8:25,Negocio,Unknown Location,Noorpur Shahan,87,Indefinido,2016-08-23
2016-08-23 09:35:00,08-23-2016 10:09,Negocio,Noorpur Shahan,Unknown Location,75,Indefinido,2016-08-23
2016-08-23 12:59:00,08-23-2016 13:15,Negocio,Unknown Location,Noorpur Shahan,77,Indefinido,2016-08-23
2016-08-23 13:19:00,08-23-2016 13:30,Negocio,Noorpur Shahan,Islamabad,44,Indefinido,2016-08-23
2016-08-23 13:49:00,08-23-2016 14:04,Negocio,Islamabad,Unknown Location,5,Indefinido,2016-08-23
2016-08-23 15:07:00,08-23-2016 15:12,Negocio,Unknown Location,Unknown Location,19,Indefinido,2016-08-23
2016-08-23 15:15:00,08-23-2016 17:16,Negocio,Unknown Location,Unknown Location,79,Indefinido,2016-08-23
2016-08-23 17:42:00,08-23-2016 18:31,Negocio,Unknown Location,Unknown Location,177,Indefinido,2016-08-23
2016-08-24 12:05:00,08-24-2016 12:56,Negocio,Unknown Location,Unknown Location,252,Indefinido,2016-08-24
2016-08-24 13:01:00,08-24-2016 15:25,Negocio,Unknown Location,Unknown Location,962,Indefinido,2016-08-24
2016-08-25 15:17:00,08-25-2016 16:22,Negocio,Unknown Location,Unknown Location,35,Indefinido,2016-08-25
2016-08-25 16:36:00,08-25-2016 16:56,Negocio,Unknown Location,Unknown Location,55,Indefinido,2016-08-25
2016-08-25 17:19:00,08-25-2016 19:20,Negocio,Unknown Location,Unknown Location,504,Indefinido,2016-08-25
2016-08-25 19:25:00,08-25-2016 19:57,Negocio,Unknown Location,Lahore,92,Indefinido,2016-08-25
2016-08-25 22:58:00,08-25-2016 23:16,Negocio,Lahore,Unknown Location,73,Indefinido,2016-08-25
2016-08-26 09:06:00,08-26-2016 9:20,Negocio,Unknown Location,Unknown Location,5,Indefinido,2016-08-26
2016-08-26 11:14:00,08-26-2016 11:26,Negocio,Unknown Location,Unknown Location,38,Indefinido,2016-08-26
2016-08-26 12:10:00,08-26-2016 12:20,Negocio,Unknown Location,Lahore,39,Indefinido,2016-08-26
2016-08-26 14:10:00,08-26-2016 14:33,Negocio,Lahore,Lahore,74,Indefinido,2016-08-26
2016-08-26 15:23:00,08-26-2016 15:35,Negocio,Lahore,Lahore,15,Indefinido,2016-08-26
2016-08-26 15:59:00,08-26-2016 16:24,Negocio,Lahore,Unknown Location,79,Indefinido,2016-08-26
2016-08-26 16:55:00,08-26-2016 17:12,Negocio,Unknown Location,Lahore,29,Indefinido,2016-08-26
2016-08-26 18:42:00,08-26-2016 18:56,Negocio,Lahore,Lahore,34,Indefinido,2016-08-26
2016-08-26 19:31:00,08-26-2016 19:54,Negocio,Lahore,Lahore,38,Indefinido,2016-08-26
2016-08-26 20:06:00,08-26-2016 20:16,Negocio,Lahore,Unknown Location,59,Indefinido,2016-08-26
2016-08-27 09:34:00,08-27-2016 10:11,Negocio,Unknown Location,Lahore,96,Indefinido,2016-08-27
2016-08-27 11:47:00,08-27-2016 12:06,Negocio,Lahore,Lahore,7,Indefinido,2016-08-27
2016-08-27 12:12:00,08-27-2016 12:17,Negocio,Lahore,Lahore,9,Indefinido,2016-08-27
2016-08-27 14:01:00,08-27-2016 15:44,Negocio,Lahore,Unknown Location,866,Indefinido,2016-08-27
2016-08-27 16:15:00,08-27-2016 19:13,Negocio,Unknown Location,Unknown Location,1569,Indefinido,2016-08-27
2016-08-28 09:57:00,08-28-2016 10:18,Negocio,Unknown Location,Noorpur Shahan,101,Indefinido,2016-08-28
2016-08-28 16:39:00,08-28-2016 16:55,Negocio,Noorpur Shahan,Islamabad,62,Indefinido,2016-08-28
2016-08-28 17:37:00,08-28-2016 17:55,Negocio,Islamabad,Islamabad,53,Indefinido,2016-08-28
2016-08-28 21:15:00,08-28-2016 21:59,Negocio,Islamabad,Unknown Location,121,Indefinido,2016-08-28
2016-08-29 12:02:00,08-29-2016 12:31,Negocio,Unknown Location,Islamabad,108,Indefinido,2016-08-29
2016-08-29 13:38:00,08-29-2016 13:48,Negocio,Islamabad,Islamabad,43,Indefinido,2016-08-29
2016-08-29 14:31:00,08-29-2016 14:41,Negocio,Islamabad,Islamabad,25,Indefinido,2016-08-29
2016-08-29 14:49:00,08-29-2016 15:04,Negocio,Islamabad,Unknown Location,57,Parada Temporária,2016-08-29
2016-08-29 15:49:00,08-29-2016 15:59,Negocio,Unknown Location,Islamabad,28,Indefinido,2016-08-29
2016-08-29 16:06:00,08-29-2016 16:21,Negocio,Islamabad,Unknown Location,4,Indefinido,2016-08-29
2016-08-29 17:24:00,08-29-2016 17:41,Negocio,Unknown Location,Islamabad,55,Indefinido,2016-08-29
2016-08-29 18:27:00,08-29-2016 18:36,Negocio,Islamabad,Islamabad,26,Indefinido,2016-08-29
2016-08-30 11:53:00,08-30-2016 12:05,Negocio,Unknown Location,Unknown Location,21,Indefinido,2016-08-30
2016-08-30 12:46:00,08-30-2016 13:09,Negocio,Unknown Location,Islamabad,88,Indefinido,2016-08-30
2016-08-30 13:25:00,08-30-2016 13:46,Negocio,Islamabad,Islamabad,44,Indefinido,2016-08-30
2016-08-30 14:00:00,08-30-2016 14:20,Negocio,Islamabad,Unknown Location,53,Indefinido,2016-08-30
